기준년월,관광객유형,제주대분류,제주중분류,업종명,성별,연령대별,카드이용금액,카드이용건수,건당이용금액
Dec-15,내국인 관광객,서귀포시,성산읍,기타음료식품,남,30대,1350590,71,19022
Dec-15,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,50대,4943500,260,19013
Dec-15,내국인 관광객,제주시,노형동,슈퍼 마켓,남,50대,12949630,682,18988
Dec-15,내국인 관광객,제주시,용담2동,스넥,남,20대,398000,21,18952
Dec-15,내국인 관광객,제주시,용담2동,기타음료식품,남,40대,963000,51,18882
Dec-15,내국인 관광객,제주시,노형동,기타음료식품,남,40대,547560,29,18881
Dec-15,내국인 관광객,제주시,이도2동,약국,남,50대,2171060,115,18879
Dec-15,내국인 관광객,제주시,연동,스넥,여,30대,7946600,421,18876
Dec-15,내국인 관광객,제주시,삼도2동,스넥,남,20대,396100,21,18862
Dec-15,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,40대,4619390,245,18855
Dec-15,내국인 관광객,제주시,노형동,기타음료식품,여,20대,226200,12,18850
Dec-15,내국인 관광객,서귀포시,남원읍,스넥,여,40대,2294300,122,18806
Dec-15,내국인 관광객,서귀포시,예래동,기타음료식품,남,50대,1259400,67,18797
Dec-15,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,30대,638450,34,18778
Dec-15,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,50대,598680,32,18709
Dec-15,내국인 관광객,제주시,용담2동,의원,남,40대,299200,16,18700
Dec-15,내국인 관광객,제주시,이도2동,기타음료식품,여,30대,652500,35,18643
Dec-15,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,50대,7465670,401,18618
Dec-15,내국인 관광객,제주시,용담2동,기타음료식품,여,30대,554000,30,18467
Dec-15,내국인 관광객,제주시,노형동,슈퍼 마켓,남,40대,14098710,764,18454
Dec-15,내국인 관광객,제주시,연동,스넥,남,30대,7155800,389,18395
Dec-15,내국인 관광객,서귀포시,성산읍,의원,여,20대,238500,13,18346
Dec-15,내국인 관광객,제주시,노형동,슈퍼 마켓,여,30대,7829890,430,18209
Dec-15,내국인 관광객,제주시,이도2동,악세 사리,남,20대,345700,19,18195
Dec-15,내국인 관광객,서귀포시,성산읍,기타음료식품,여,40대,759810,42,18091
Dec-15,내국인 관광객,서귀포시,성산읍,스넥,남,30대,3843300,213,18044
Dec-15,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,40대,1493160,83,17990
Dec-15,내국인 관광객,서귀포시,성산읍,기타음료식품,여,50대,413250,23,17967
Dec-15,내국인 관광객,서귀포시,성산읍,기타음료식품,남,40대,1075490,60,17925
Dec-15,내국인 관광객,제주시,노형동,약국,남,50대,3257550,182,17899
Dec-15,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,40대,7939070,444,17881
Dec-15,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,30대,1837200,103,17837
Dec-15,내국인 관광객,제주시,이도2동,의원,여,50대,570300,32,17822
Dec-15,내국인 관광객,제주시,삼도2동,의원,남,30대,373300,21,17776
Dec-15,내국인 관광객,서귀포시,성산읍,기념품 점,여,20대,2000400,113,17703
Dec-15,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,40대,8862760,507,17481
Dec-15,내국인 관광객,서귀포시,예래동,기타음료식품,남,40대,2278100,131,17390
Dec-15,내국인 관광객,제주시,애월읍,기타음료식품,남,40대,259300,15,17287
Dec-15,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,30대,414440,24,17268
Dec-15,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,30대,1310850,76,17248
Dec-15,내국인 관광객,제주시,애월읍,농축수산품,여,20대,1964500,114,17232
Dec-15,내국인 관광객,서귀포시,대륜동,스넥,여,20대,188000,11,17091
Dec-15,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,40대,714540,42,17013
Dec-15,내국인 관광객,제주시,노형동,슈퍼 마켓,남,30대,12910390,765,16876
Dec-15,내국인 관광객,제주시,애월읍,스넥,여,50대,1400500,83,16873
Dec-15,내국인 관광객,제주시,이도2동,의원,여,20대,670900,40,16773
Dec-15,내국인 관광객,서귀포시,예래동,기타음료식품,남,30대,2363800,141,16765
Dec-15,내국인 관광객,서귀포시,예래동,기타음료식품,여,50대,737000,44,16750
Dec-15,내국인 관광객,제주시,연동,의원,남,30대,1052600,63,16708
Dec-15,내국인 관광객,서귀포시,남원읍,스넥,남,40대,1812400,109,16628
Dec-15,내국인 관광객,서귀포시,성산읍,기타음료식품,여,30대,798060,48,16626
Dec-15,내국인 관광객,서귀포시,예래동,기타음료식품,여,30대,1767100,108,16362
Dec-15,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,50대,457710,28,16347
Dec-15,내국인 관광객,제주시,삼도2동,악세 사리,여,20대,894500,55,16264
Dec-15,내국인 관광객,서귀포시,성산읍,스넥,여,20대,2844100,175,16252
Dec-15,내국인 관광객,서귀포시,예래동,스넥,여,20대,2157420,133,16221
Dec-15,내국인 관광객,제주시,연동,스넥,남,20대,4942100,305,16204
Dec-15,내국인 관광객,제주시,연동,슈퍼 마켓,남,40대,15355170,951,16146
Dec-15,내국인 관광객,제주시,이도2동,악세 사리,여,40대,176000,11,16000
Dec-15,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,20대,4707920,295,15959
Dec-15,내국인 관광객,제주시,삼도2동,스넥,남,30대,508200,32,15881
Dec-15,내국인 관광객,제주시,애월읍,기타음료식품,남,50대,237700,15,15847
Dec-15,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,30대,5399770,346,15606
Dec-15,내국인 관광객,제주시,연동,약국,남,50대,2073590,133,15591
Dec-15,내국인 관광객,제주시,연동,스넥,여,20대,8412700,540,15579
Dec-15,내국인 관광객,서귀포시,예래동,기타음료식품,여,40대,2137300,139,15376
Dec-15,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,30대,2305160,150,15368
Dec-15,내국인 관광객,제주시,용담2동,의원,남,30대,153600,10,15360
Dec-15,내국인 관광객,서귀포시,남원읍,스넥,여,50대,870800,57,15277
Dec-15,내국인 관광객,서귀포시,성산읍,스넥,여,30대,2529900,167,15149
Dec-15,내국인 관광객,제주시,노형동,기타음료식품,여,40대,348200,23,15139
Dec-15,내국인 관광객,제주시,연동,슈퍼 마켓,남,30대,15040900,994,15132
Dec-15,내국인 관광객,제주시,연동,슈퍼 마켓,여,20대,6221050,412,15100
Dec-15,내국인 관광객,제주시,삼도2동,악세 사리,남,20대,225100,15,15007
Dec-15,내국인 관광객,서귀포시,남원읍,스포츠레져용품,남,40대,149800,10,14980
Dec-15,내국인 관광객,서귀포시,예래동,기념품 점,여,30대,489500,33,14833
Dec-15,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,30대,3128040,211,14825
Dec-15,내국인 관광객,제주시,애월읍,스넥,남,30대,7664450,519,14768
Dec-15,내국인 관광객,서귀포시,성산읍,정장(여성),여,20대,205000,14,14643
Dec-15,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,50대,726160,50,14523
Dec-15,내국인 관광객,제주시,노형동,의원,남,20대,839900,58,14481
Dec-15,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,30대,5299620,366,14480
Dec-15,내국인 관광객,제주시,삼도2동,스넥,남,40대,259900,18,14439
Dec-15,내국인 관광객,제주시,노형동,스넥,남,50대,2393100,166,14416
Dec-15,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,40대,403300,28,14404
Dec-15,내국인 관광객,제주시,애월읍,스넥,여,30대,7340900,516,14227
Dec-15,내국인 관광객,제주시,이도2동,기타음료식품,남,30대,369000,26,14192
Dec-15,내국인 관광객,제주시,삼도2동,의원,여,50대,141300,10,14130
Dec-15,내국인 관광객,제주시,연동,약국,남,40대,2908800,206,14120
Dec-15,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,30대,7860740,557,14113
Dec-15,내국인 관광객,서귀포시,성산읍,의원,남,50대,224920,16,14058
Dec-15,내국인 관광객,제주시,연동,약국,여,40대,2178750,155,14056
Dec-15,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,30대,781950,56,13963
Dec-15,내국인 관광객,제주시,삼도2동,약국,남,40대,418300,30,13943
Dec-15,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,30대,2950850,214,13789
Dec-15,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,20대,371480,27,13759
Dec-15,내국인 관광객,제주시,삼도2동,스넥,여,30대,246800,18,13711
Dec-15,내국인 관광객,제주시,용담2동,스넥,여,50대,301600,22,13709
Dec-15,내국인 관광객,제주시,애월읍,약국,여,40대,260300,19,13700
Dec-15,내국인 관광객,제주시,용담2동,의원,여,40대,205400,15,13693
Dec-15,내국인 관광객,제주시,노형동,약국,여,50대,1652060,121,13653
Dec-15,내국인 관광객,제주시,이도2동,스넥,남,40대,2310000,170,13588
Dec-15,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,20대,2064160,152,13580
Dec-15,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,30대,176250,13,13558
Dec-15,내국인 관광객,제주시,애월읍,스넥,남,20대,3228700,239,13509
Dec-15,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,40대,1777900,132,13469
Dec-15,내국인 관광객,제주시,이도2동,약국,여,30대,2110120,157,13440
Dec-15,내국인 관광객,제주시,노형동,약국,여,40대,2385640,178,13402
Dec-15,내국인 관광객,제주시,노형동,약국,남,30대,3021500,228,13252
Dec-15,내국인 관광객,서귀포시,남원읍,스넥,남,50대,1457400,110,13249
Dec-15,내국인 관광객,서귀포시,예래동,기념품 점,남,30대,582200,44,13232
Dec-15,내국인 관광객,서귀포시,예래동,기타음료식품,여,20대,1269400,96,13223
Dec-15,내국인 관광객,서귀포시,남원읍,스포츠레져용품,남,30대,171600,13,13200
Dec-15,내국인 관광객,제주시,노형동,약국,남,40대,3154010,239,13197
Dec-15,내국인 관광객,제주시,이도2동,의원,남,30대,1555700,118,13184
Dec-15,내국인 관광객,서귀포시,성산읍,약국,여,40대,513700,39,13172
Dec-15,내국인 관광객,서귀포시,남원읍,약국,남,50대,342100,26,13158
Dec-15,내국인 관광객,제주시,연동,슈퍼 마켓,남,20대,6621070,504,13137
Dec-15,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,20대,418650,32,13083
Dec-15,내국인 관광객,서귀포시,예래동,기타음료식품,남,20대,756600,58,13045
Dec-15,내국인 관광객,제주시,노형동,슈퍼 마켓,남,20대,4671980,361,12942
Dec-15,내국인 관광객,제주시,삼도2동,스넥,여,20대,244200,19,12853
Dec-15,내국인 관광객,서귀포시,성산읍,약국,남,50대,564600,44,12832
Dec-15,내국인 관광객,제주시,이도2동,스넥,여,40대,1537100,120,12809
Dec-15,내국인 관광객,제주시,연동,기타음료식품,여,30대,320000,25,12800
Dec-15,내국인 관광객,서귀포시,성산읍,기타음료식품,남,50대,432320,34,12715
Dec-15,내국인 관광객,제주시,애월읍,스넥,여,20대,6712600,531,12641
Dec-15,내국인 관광객,제주시,이도2동,스넥,남,50대,1412900,112,12615
Dec-15,내국인 관광객,제주시,연동,약국,여,30대,2911400,231,12603
Dec-15,내국인 관광객,서귀포시,남원읍,스포츠레져용품,여,30대,151200,12,12600
Dec-15,내국인 관광객,제주시,연동,기타음료식품,남,30대,201340,16,12584
Dec-15,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,20대,1251280,100,12513
Dec-15,내국인 관광객,제주시,이도2동,의원,남,20대,538000,43,12512
Dec-15,내국인 관광객,서귀포시,남원읍,스넥,남,20대,1599400,128,12495
Dec-15,내국인 관광객,제주시,연동,의원,남,20대,260900,21,12424
Dec-15,내국인 관광객,제주시,연동,약국,여,50대,1054090,85,12401
Dec-15,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,50대,878040,71,12367
Dec-15,내국인 관광객,제주시,노형동,슈퍼 마켓,여,20대,3178250,257,12367
Dec-15,내국인 관광객,제주시,노형동,스넥,여,50대,1196500,97,12335
Dec-15,내국인 관광객,서귀포시,남원읍,스넥,남,30대,3006500,244,12322
Dec-15,내국인 관광객,제주시,노형동,스넥,남,40대,5163200,421,12264
Dec-15,내국인 관광객,제주시,노형동,스넥,여,40대,2844670,232,12262
Dec-15,내국인 관광객,서귀포시,대륜동,기타음료식품,여,40대,489300,40,12233
Dec-15,내국인 관광객,제주시,연동,의원,남,50대,328000,27,12148
Dec-15,내국인 관광객,제주시,연동,의원,여,50대,242700,20,12135
Dec-15,내국인 관광객,제주시,용담2동,약국,여,50대,690500,57,12114
Dec-15,내국인 관광객,제주시,이도2동,스넥,여,50대,628100,52,12079
Dec-15,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,20대,2613680,217,12045
Dec-15,내국인 관광객,제주시,이도2동,약국,남,30대,2097220,175,11984
Dec-15,내국인 관광객,제주시,용담2동,기타음료식품,여,20대,203100,17,11947
Dec-15,내국인 관광객,서귀포시,대륜동,기타음료식품,남,50대,794450,67,11857
Dec-15,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,20대,3505240,296,11842
Dec-15,내국인 관광객,서귀포시,성산읍,약국,여,50대,247400,21,11781
Dec-15,내국인 관광객,서귀포시,남원읍,스넥,여,20대,2406700,205,11740
Dec-15,내국인 관광객,서귀포시,남원읍,스넥,여,30대,2509900,215,11674
Dec-15,내국인 관광객,제주시,이도2동,스넥,남,30대,4363700,376,11606
Dec-15,내국인 관광객,제주시,노형동,스넥,남,30대,7237400,625,11580
Dec-15,내국인 관광객,서귀포시,대륜동,약국,남,50대,451100,39,11567
Dec-15,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,20대,334920,29,11549
Dec-15,내국인 관광객,제주시,노형동,스넥,남,20대,4999250,434,11519
Dec-15,내국인 관광객,서귀포시,대륜동,기타음료식품,남,40대,717600,63,11390
Dec-15,내국인 관광객,제주시,노형동,스넥,여,30대,4982880,439,11351
Dec-15,내국인 관광객,제주시,애월읍,약국,남,50대,180800,16,11300
Dec-15,내국인 관광객,제주시,이도2동,스넥,남,20대,2787600,250,11150
Dec-15,내국인 관광객,서귀포시,성산읍,기타음료식품,남,20대,523730,47,11143
Dec-15,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,20대,410280,37,11089
Dec-15,내국인 관광객,제주시,노형동,약국,남,20대,585400,54,10841
Dec-15,내국인 관광객,제주시,이도2동,스넥,여,30대,2770500,257,10780
Dec-15,내국인 관광객,제주시,애월읍,약국,여,50대,224500,21,10690
Dec-15,내국인 관광객,제주시,노형동,약국,여,30대,3361930,315,10673
Dec-15,내국인 관광객,제주시,연동,약국,남,30대,2246950,211,10649
Dec-15,내국인 관광객,제주시,용담2동,기타음료식품,남,20대,169900,16,10619
Dec-15,내국인 관광객,제주시,노형동,약국,여,20대,1508930,143,10552
Dec-15,내국인 관광객,서귀포시,성산읍,의원,남,40대,208480,20,10424
Dec-15,내국인 관광객,서귀포시,남원읍,약국,여,50대,134300,13,10331
Dec-15,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,20대,1510360,147,10275
Dec-15,내국인 관광객,제주시,연동,약국,여,20대,1560920,152,10269
Dec-15,내국인 관광객,제주시,이도2동,약국,여,50대,581085,57,10194
Dec-15,내국인 관광객,서귀포시,남원읍,약국,남,30대,100900,10,10090
Dec-15,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,20대,449510,45,9989
Dec-15,내국인 관광객,제주시,삼도2동,약국,여,30대,229100,23,9961
Dec-15,내국인 관광객,서귀포시,성산읍,약국,남,40대,527600,53,9955
Dec-15,내국인 관광객,제주시,용담2동,약국,여,40대,817900,83,9854
Dec-15,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,20대,265630,27,9838
Dec-15,내국인 관광객,제주시,이도2동,약국,남,40대,1300845,134,9708
Dec-15,내국인 관광객,제주시,노형동,스넥,여,20대,3820870,395,9673
Dec-15,내국인 관광객,서귀포시,성산읍,약국,여,30대,393600,41,9600
Dec-15,내국인 관광객,서귀포시,성산읍,기타음료식품,여,20대,544680,57,9556
Dec-15,내국인 관광객,제주시,노형동,기타음료식품,여,30대,189580,20,9479
Dec-15,내국인 관광객,제주시,삼도2동,약국,남,30대,207600,22,9436
Dec-15,내국인 관광객,제주시,연동,기타음료식품,여,20대,300700,32,9397
Dec-15,내국인 관광객,서귀포시,대륜동,약국,남,30대,656400,70,9377
Dec-15,내국인 관광객,제주시,연동,약국,남,20대,840500,90,9339
Dec-15,내국인 관광객,제주시,이도2동,스넥,여,20대,3145850,337,9335
Dec-15,내국인 관광객,서귀포시,대륜동,의원,여,40대,164600,18,9144
Dec-15,내국인 관광객,제주시,이도2동,약국,여,20대,854550,94,9091
Dec-15,내국인 관광객,제주시,애월읍,약국,여,20대,154400,17,9082
Dec-15,내국인 관광객,제주시,애월읍,기타음료식품,여,20대,180900,20,9045
Dec-15,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,30대,722040,80,9026
Dec-15,내국인 관광객,제주시,노형동,기타음료식품,남,30대,477690,54,8846
Dec-15,내국인 관광객,제주시,이도2동,기타음료식품,여,20대,123000,14,8786
Dec-15,내국인 관광객,서귀포시,남원읍,약국,남,40대,131700,15,8780
Dec-15,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,20대,113100,13,8700
Dec-15,내국인 관광객,제주시,삼도2동,약국,여,20대,146700,17,8629
Dec-15,내국인 관광객,제주시,용담2동,약국,남,40대,840200,98,8573
Dec-15,내국인 관광객,서귀포시,대륜동,약국,남,40대,387600,46,8426
Dec-15,내국인 관광객,서귀포시,대륜동,약국,여,50대,221600,27,8207
Dec-15,내국인 관광객,서귀포시,대륜동,약국,여,20대,369100,45,8202
Dec-15,내국인 관광객,제주시,용담2동,약국,남,50대,504100,62,8131
Dec-15,내국인 관광객,제주시,용담2동,약국,남,30대,989800,122,8113
Dec-15,내국인 관광객,서귀포시,대륜동,약국,여,40대,324100,40,8103
Dec-15,내국인 관광객,제주시,용담2동,약국,여,30대,1138060,141,8071
Dec-15,내국인 관광객,제주시,이도2동,약국,남,20대,360160,45,8004
Dec-15,내국인 관광객,제주시,애월읍,약국,남,30대,199700,25,7988
Dec-15,내국인 관광객,서귀포시,남원읍,약국,여,40대,133500,17,7853
Dec-15,내국인 관광객,제주시,삼도2동,의원,남,50대,101300,13,7792
Dec-15,내국인 관광객,제주시,애월읍,약국,여,30대,248100,33,7518
Dec-15,내국인 관광객,서귀포시,성산읍,약국,남,30대,523350,71,7371
Dec-15,내국인 관광객,서귀포시,성산읍,약국,여,20대,220600,30,7353
Dec-15,내국인 관광객,제주시,삼도2동,약국,여,40대,107300,15,7153
Dec-15,내국인 관광객,제주시,애월읍,약국,남,40대,184500,26,7096
Dec-15,내국인 관광객,서귀포시,대륜동,기타음료식품,남,20대,652350,92,7091
Dec-15,내국인 관광객,서귀포시,대륜동,약국,여,30대,396600,56,7082
Dec-15,내국인 관광객,제주시,노형동,기타음료식품,남,20대,191170,27,7080
Dec-15,내국인 관광객,서귀포시,성산읍,약국,남,20대,123300,18,6850
Dec-15,내국인 관광객,제주시,용담2동,약국,여,20대,820800,120,6840
Dec-15,내국인 관광객,서귀포시,성산읍,의원,남,30대,102590,15,6839
Dec-15,내국인 관광객,제주시,용담2동,약국,남,20대,449100,67,6703
Dec-15,내국인 관광객,서귀포시,대륜동,기타음료식품,여,50대,153700,23,6683
Dec-15,내국인 관광객,제주시,이도2동,기타음료식품,남,20대,116600,18,6478
Dec-15,내국인 관광객,제주시,삼도2동,약국,남,20대,95640,15,6376
Dec-15,내국인 관광객,제주시,삼도2동,의원,여,40대,133200,21,6343
Dec-15,내국인 관광객,서귀포시,남원읍,약국,여,30대,111000,18,6167
Dec-15,내국인 관광객,서귀포시,대륜동,기타음료식품,여,20대,1363800,222,6143
Dec-15,내국인 관광객,서귀포시,대륜동,기타음료식품,여,30대,1222600,200,6113
Dec-15,내국인 관광객,서귀포시,대륜동,기타음료식품,남,30대,1784350,300,5948
Dec-15,내국인 관광객,제주시,삼도2동,의원,남,40대,76200,13,5862
Dec-15,내국인 관광객,서귀포시,대륜동,약국,남,20대,85700,18,4761
Jan-16,내국인 관광객,제주시,노형동,정장(여성),여,30대,4680800,15,312053
Jan-16,내국인 관광객,제주시,연동,정장(여성),여,50대,4543350,20,227168
Jan-16,내국인 관광객,서귀포시,대륜동,농축수산품,남,50대,19746000,108,182833
Jan-16,내국인 관광객,서귀포시,대륜동,농축수산품,여,50대,15175000,86,176453
Jan-16,내국인 관광객,제주시,연동,농축수산품,남,50대,11462500,65,176346
Jan-16,내국인 관광객,제주시,노형동,정장(여성),여,40대,3930500,23,170891
Jan-16,내국인 관광객,제주시,연동,정장(여성),남,50대,2011500,12,167625
Jan-16,내국인 관광객,제주시,연동,정장(여성),남,40대,3853650,23,167550
Jan-16,내국인 관광객,서귀포시,남원읍,농축수산품,여,50대,12213500,74,165047
Jan-16,내국인 관광객,서귀포시,대륜동,농축수산품,남,40대,13513000,92,146880
Jan-16,내국인 관광객,제주시,연동,정장(여성),여,30대,6768500,51,132716
Jan-16,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,20대,4731100,37,127868
Jan-16,내국인 관광객,서귀포시,대륜동,농축수산품,여,40대,10519500,84,125232
Jan-16,내국인 관광객,제주시,삼도2동,농축수산품,남,40대,1854800,15,123653
Jan-16,내국인 관광객,제주시,연동,정장(여성),남,20대,2011800,17,118341
Jan-16,내국인 관광객,제주시,노형동,스포츠레져용품,남,30대,1289800,11,117255
Jan-16,내국인 관광객,제주시,연동,농축수산품,남,40대,7228900,62,116595
Jan-16,내국인 관광객,제주시,연동,스포츠레져용품,남,40대,18820700,163,115464
Jan-16,내국인 관광객,제주시,이도2동,스포츠레져용품,남,50대,1815200,16,113450
Jan-16,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,50대,2138100,19,112532
Jan-16,내국인 관광객,제주시,연동,정장(여성),여,40대,4207900,39,107895
Jan-16,내국인 관광객,서귀포시,성산읍,농축수산품,남,50대,20174100,190,106179
Jan-16,내국인 관광객,제주시,연동,악세 사리,남,50대,1167900,11,106173
Jan-16,내국인 관광객,제주시,연동,농축수산품,여,50대,3843100,37,103868
Jan-16,내국인 관광객,제주시,노형동,정장(여성),남,30대,1029600,10,102960
Jan-16,내국인 관광객,제주시,연동,스포츠레져용품,여,50대,9149250,89,102801
Jan-16,내국인 관광객,제주시,노형동,스포츠레져용품,남,40대,1741400,17,102435
Jan-16,내국인 관광객,제주시,연동,스포츠레져용품,여,40대,11122600,112,99309
Jan-16,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,50대,2877050,29,99209
Jan-16,내국인 관광객,제주시,연동,정장(여성),남,30대,2647520,27,98056
Jan-16,내국인 관광객,서귀포시,대륜동,농축수산품,남,30대,5699000,59,96593
Jan-16,내국인 관광객,서귀포시,남원읍,농축수산품,남,50대,9226500,98,94148
Jan-16,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,30대,3098400,33,93891
Jan-16,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,40대,3935900,43,91533
Jan-16,내국인 관광객,제주시,연동,스포츠레져용품,남,30대,14405200,163,88375
Jan-16,내국인 관광객,제주시,이도2동,농축수산품,남,50대,19270430,220,87593
Jan-16,내국인 관광객,서귀포시,예래동,농축수산품,남,40대,7694600,88,87439
Jan-16,내국인 관광객,제주시,연동,스포츠레져용품,남,50대,10398400,119,87382
Jan-16,내국인 관광객,서귀포시,예래동,농축수산품,남,50대,5753000,67,85866
Jan-16,내국인 관광객,제주시,노형동,안경,여,30대,1540000,18,85556
Jan-16,내국인 관광객,제주시,연동,스포츠레져용품,여,30대,12683710,150,84558
Jan-16,내국인 관광객,서귀포시,대륜동,안경,남,30대,1002000,12,83500
Jan-16,내국인 관광객,제주시,이도2동,스포츠레져용품,남,30대,2033000,25,81320
Jan-16,내국인 관광객,제주시,삼도2동,안경,여,30대,876100,11,79645
Jan-16,내국인 관광객,제주시,용담2동,농축수산품,남,40대,25446030,323,78780
Jan-16,내국인 관광객,서귀포시,대륜동,농축수산품,여,20대,3448000,45,76622
Jan-16,내국인 관광객,서귀포시,성산읍,농축수산품,여,40대,15550300,205,75855
Jan-16,내국인 관광객,제주시,이도2동,농축수산품,여,50대,18765490,248,75667
Jan-16,내국인 관광객,서귀포시,대륜동,농축수산품,여,30대,3581000,48,74604
Jan-16,내국인 관광객,제주시,연동,안경,남,40대,741300,10,74130
Jan-16,내국인 관광객,서귀포시,성산읍,농축수산품,남,40대,20595100,279,73818
Jan-16,내국인 관광객,제주시,이도2동,농축수산품,남,40대,13940130,190,73369
Jan-16,내국인 관광객,제주시,용담2동,농축수산품,남,30대,12902940,176,73312
Jan-16,내국인 관광객,서귀포시,남원읍,농축수산품,남,40대,14231000,195,72979
Jan-16,내국인 관광객,제주시,이도2동,정장(여성),남,20대,802500,11,72955
Jan-16,내국인 관광객,제주시,연동,스포츠레져용품,남,20대,8794200,121,72679
Jan-16,내국인 관광객,제주시,노형동,기념품 점,남,30대,1664500,23,72370
Jan-16,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,30대,2612100,37,70597
Jan-16,내국인 관광객,제주시,연동,신   발,여,40대,774200,11,70382
Jan-16,내국인 관광객,서귀포시,성산읍,농축수산품,남,30대,11666200,169,69031
Jan-16,내국인 관광객,제주시,삼도2동,농축수산품,남,50대,827700,12,68975
Jan-16,내국인 관광객,제주시,노형동,농축수산품,남,50대,4709500,69,68254
Jan-16,내국인 관광객,제주시,이도2동,농축수산품,여,40대,13805990,205,67346
Jan-16,내국인 관광객,제주시,이도2동,정장(여성),여,30대,1747400,26,67208
Jan-16,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,40대,3071000,46,66761
Jan-16,내국인 관광객,서귀포시,예래동,농축수산품,여,40대,4099800,62,66126
Jan-16,내국인 관광객,서귀포시,예래동,농축수산품,여,30대,5393300,82,65772
Jan-16,내국인 관광객,제주시,연동,정장(여성),여,20대,3856100,59,65358
Jan-16,내국인 관광객,제주시,연동,농축수산품,여,30대,3529100,54,65354
Jan-16,내국인 관광객,서귀포시,예래동,농축수산품,남,30대,6241200,96,65013
Jan-16,내국인 관광객,제주시,연동,안경,여,50대,973000,15,64867
Jan-16,내국인 관광객,서귀포시,남원읍,기념품 점,여,30대,775000,12,64583
Jan-16,내국인 관광객,서귀포시,예래동,농축수산품,여,50대,2438800,38,64179
Jan-16,내국인 관광객,제주시,연동,안경,여,40대,1340100,21,63814
Jan-16,내국인 관광객,제주시,용담2동,농축수산품,여,50대,20612040,324,63617
Jan-16,내국인 관광객,제주시,연동,악세 사리,여,50대,762400,12,63533
Jan-16,내국인 관광객,제주시,연동,농축수산품,남,30대,4761000,75,63480
Jan-16,내국인 관광객,서귀포시,성산읍,농축수산품,여,50대,8357000,132,63311
Jan-16,내국인 관광객,서귀포시,예래동,스포츠레져용품,여,50대,885000,14,63214
Jan-16,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,50대,20106530,322,62443
Jan-16,내국인 관광객,서귀포시,성산읍,농축수산품,여,30대,10780400,173,62314
Jan-16,내국인 관광객,제주시,이도2동,의원,여,40대,4858900,78,62294
Jan-16,내국인 관광객,제주시,노형동,의원,남,20대,5042000,81,62247
Jan-16,내국인 관광객,서귀포시,예래동,농축수산품,여,20대,2564000,42,61048
Jan-16,내국인 관광객,제주시,노형동,기타음료식품,여,50대,788080,13,60622
Jan-16,내국인 관광객,제주시,용담2동,농축수산품,남,50대,22649570,375,60399
Jan-16,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,20대,2407000,40,60175
Jan-16,내국인 관광객,제주시,노형동,안경,여,20대,780000,13,60000
